Id;Code interne;UID;Numero de specimen cultive;Status de determination;Determination acceptee;Famille;Familie Citation d'auteurs;Familie Hybride;Genre;Genre Citation d'auteurs;Genre Hybride;Espece;Espece Citation d'auteurs;Espece Hybride;Sous-espece;Sous-espece Citation d'auteurs;Sous-espece Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Obtenteur;Date d'obtention;Pays d'obtention;Nom commercial;Nom s  commun s ;Type biologique;Habitat;Code ipen;Objectif de culture;Site;Aire;Groupe;Sous-groupe;Type d'emplacement;Secteur;Jardinier ere ;Etat de l'etiquette;Vivant;Date de mort;Cause de mort;Nom d'acquisition;Geolocalisation;Type de provenance;Type d'acquisition;Sexe;Aire de distribution;Type de culture;Acronyme   Code  interne  du correspondant;Correspondant;Remarque;Remarque sur l'acquisition;Remarque sur la nomenclature;Main courante;Feuillage Particularites;Floraison Particularites;General Particularites;Morphologie;Complements
53614;;2cd84178-84a4-4878-8c56-89f6b989af1b;19500001I0;Non determine;Anchusa azurea Mill.;Boraginaceae;Juss.;;Anchusa;L.;;azurea;Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500001;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Anchusa azurea Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53615;;91d5f1f1-852d-4c1d-b354-468f2680e450;19500002I0;Non determine;Anthemis tinctoria L.;Compositae;Giseke;;Anthemis;L.;;tinctoria;L.;;;;;;;;;;;;;;;XX-0-NEU-19500002;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Anthemis tinctoria L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53616;;313f3486-859c-49bf-b44d-c15de9437fb9;19500003I0;Non determine;Arbutus unedo L.;Ericaceae;Juss.;;Arbutus;L.;;unedo;L.;;;;;;;;;;;;;;;XX-0-NEU-19500003;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Arbutus unedo L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53617;;24fef380-ce63-4870-a016-9cd0b9006bd9;19500004I0;Non determine;Artemisia dracunculus L.;Compositae;Giseke;;Artemisia;L.;;dracunculus;L.;;;;;;;;;;;;;;;XX-0-NEU-19500004;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Artemisia dracunculus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53618;;d00c2aa9-a2e5-4a21-a739-fcf9e4565d0c;19500005I0;Non determine;Asphodelus albus Mill.;Asphodelaceae;Juss.;;Asphodelus;L.;;albus;Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500005;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Asphodelus albus Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53619;;58345739-4b8f-4705-81bc-a39e2c2e4cc5;19500006I0;Non determine;Buddleja globosa Hope;Scrophulariaceae;Juss.;;Buddleja;Houst. ex L.;;globosa;Hope;;;;;;;;;;;;;;;XX-0-NEU-19500006;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Buddleja globosa Hope;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53620;;f127b275-f623-4d5d-a0f7-0b0339ac5d30;19970001I0;Non determine;Brachychiton populneum (Endl.) R.Br.;Malvaceae;Juss.;;Brachychiton;Schott & Endl.;;populneum;(Endl.) R.Br.;;;;;;;;;;;;;;;XX-0-NEU-19970321;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Brachychiton populneum subsp. diversifolia;;Inconnue;J;;;;Clottu;Dr. Clottu;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53621;;816328b6-2437-4289-a042-778e93bf28ff;19500007I0;Non determine;Calendula arvensis Batt.;Compositae;Giseke;;Calendula;L.;;arvensis;Batt.;;;;;;;;;;;;;;;XX-0-NEU-19500007;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Calendula arvensis Batt.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53622;;ba3985fc-f36b-4c44-b556-61ec9eff6bc3;19500008I0;Non determine;Catananche caerulea L.;Compositae;Giseke;;Catananche;L.;;caerulea;L.;;;;;;;;;;;;;;;XX-0-NEU-19500008;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Catananche caerulea L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53623;;451332c8-e667-4da0-9573-b6bf72a9b556;19940004I0;Non determine;Cistus albidus L.;Cistaceae;Juss.;;Cistus;L.;;albidus;L.;;;;;;;;;;;;;;;XX-0-NEU-19940107;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Cistus albidus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53624;;383f47b5-a42f-49fd-908f-a561ca7bfdb9;19500009I0;Non determine;Cistus L.;Cistaceae;Juss.;;Cistus;L.;;;;;;;;;;;;;;;;;;XX-0-NEU-19500009;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Cistus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53625;;44d691ba-41ba-4972-b0e7-60496590216e;20200263J0;Non determine;Cistus parviflorus Lam.;Cistaceae;Juss.;;Cistus;L.;;parviflorus;Lam.;;;;;;;;;;;;;;;XX-0-NEU-20200263;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Cistus parviflorus Lam.;;Jardin;J;;;;BERN;Bern Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53626;;dbdc62ce-31c2-4461-853f-e37474ca82e4;19500010I0;Non determine;Citrus limon (L.) Burm.f.;Rutaceae;Juss.;;Citrus;L.;;limon;(L.) Burm.f.;;;;;;;;;;;;;;;XX-0-NEU-19500010;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Absent;VRAI;;;Citrus limon (L.) Burm. f.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53627;;f170d237-a7b2-40a7-8366-67603a554610;19500011I0;Non determine;Cotinus coggygria Scop.;Anacardiaceae;R.Br.;;Cotinus;Mill.;;coggygria;Scop.;;;;;;;;;;;;;;;XX-0-NEU-19500011;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Cotinus coggygria Scop.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53628;;c2b18448-4219-487f-9e3a-4a5790fd8899;19500012I0;Non determine;Cupressus sempervirens L.;Cupressaceae;Gray;;Cupressus;L.;;sempervirens;L.;;;;;;;;;;;;;;;XX-0-NEU-19500012;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Cupressus sempervirens L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53629;;db2e7aed-4dc0-4c06-aa27-c64265f567ab;19500013I0;Non determine;Foeniculum vulgare Mill.;Apiaceae;Lindl.;;Foeniculum;Mill.;;vulgare;Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500013;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Foeniculum vulgare Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53630;;37bfaacf-6a45-4fe8-9bed-878178824911;19500014I0;Non determine;Genista hispanica L.;Fabaceae;Juss.;;Genista;L.;;hispanica;L.;;;;;;;;;;;;;;;XX-0-NEU-19500014;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Genista hispanica L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53631;;ecebc166-fadf-4d0d-b272-54eabc65488d;19500015I0;Non determine;Genista L.;Fabaceae;Juss.;;Genista;L.;;;;;;;;;;;;;;;;;;XX-0-NEU-19500015;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Genista L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53632;;0dc965a4-adea-4503-a8a1-3f63d552c1b0;20120001I0;Non determine;Helianthemum apenninum (L.) Mill.;Cistaceae;Juss.;;Helianthemum;Mill.;;apenninum;(L.) Mill.;;;;;;;;;;;;;;;XX-0-NEU-20120002;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Helianthemum apenninum (L.) Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53633;;4ee2a4ba-2f3d-4867-bdea-e3d92ba7afc8;19500016I0;Non determine;Iris foetidissima L.;Iridaceae;Juss.;;Iris;L.;;foetidissima;L.;;;;;;;;;;;;;;;XX-0-NEU-19500016;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Iris foetidissima L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53634;;f0cd52d1-6c27-45c3-af8d-4178350f332f;19500034I0;Non determine;Laurus nobilis L.;Lauraceae;Juss.;;Laurus;L.;;nobilis;L.;;;;;;;;;;;;;;;XX-0-NEU-19500034;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Laurus nobilis L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53635;;07bc6213-28db-4eee-9aac-dcdc61bfd930;19500032I0;Non determine;Lavandula angustifolia Mill.;Lamiaceae;Martinov;;Lavandula;L.;;angustifolia;Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500032;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Lavandula angustifolia Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53636;;6d20a532-4ab0-49ed-b006-d31c61c8e02b;19500017I0;Non determine;Libertia formosa Graham;Iridaceae;Juss.;;Libertia;Spreng.;;formosa;Graham;;;;;;;;;;;;;;;XX-0-NEU-19500017;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Libertia formosa Graham;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53637;;4d512ce8-107b-4ee1-a52e-a011616021b0;19500033I0;Non determine;Linaria purpurea (L.) Mill.;Plantaginaceae;Juss.;;Linaria;Mill.;;purpurea;(L.) Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500033;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Linaria purpurea (L.) Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53638;;9d41a5cb-afa8-4f67-806f-78355e33baa1;19500018I0;Non determine;Mentha suaveolens Ehrh.;Lamiaceae;Martinov;;Mentha;L.;;suaveolens;Ehrh.;;;;;;;;;;;;;;;XX-0-NEU-19500018;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Mentha suaveolens Ehrh.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53641;;b3591e86-6896-42af-bf73-a8744dc25056;20170035I0;Non determine;Olea europaea L.;Oleaceae;Hoffmanns. & Link;;Olea;L.;;europaea;L.;;;;;;;;;;;;;;;XX-0-NEU-20170078;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Olea europaea subsp. sylvestris;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53642;;937522e4-68ed-441e-b6b1-89c0b21fc77e;20040003I0;Non determine;Phlomis fruticosa L.;Lamiaceae;Martinov;;Phlomis;L.;;fruticosa;L.;;;;;;;;;;;;;;;XX-0-NEU-20040048;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Phlomis fruticosa L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53643;;42fae012-3cc0-44d4-b0ea-bd9ee94b7db2;19500019I0;Non determine;Phillyrea latifolia L.;Oleaceae;Hoffmanns. & Link;;Phillyrea;L.;;latifolia;L.;;;;;;;;;;;;;;;XX-0-NEU-19500019;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Phillyrea latifolia L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53644;;61dffae6-e602-4037-851c-e006fd3eb093;20090024I0;Non determine;Quercus suber L.;Fagaceae;Dumort.;;Quercus;L.;;suber;L.;;;;;;;;;;;;;;;XX-0-NEU-20090003;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Quercus suber L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53645;;4acbc5f7-5fcb-44d8-898d-17feecdf68a7;20060079I0;Non determine;Rosmarinus officinalis L.;Lamiaceae;Martinov;;Rosmarinus;L.;;officinalis;L.;;;;;;;;;;;;;;;XX-0-NEU-20061017;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Rosmarinus officinalis L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53646;;609c87ca-d105-4604-bc79-89688b797dff;19500020I0;Non determine;Salvia officinalis L.;Lamiaceae;Martinov;;Salvia;L.;;officinalis;L.;;;;;;;;;;;;;;;XX-0-NEU-19500020;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Salvia officinalis L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53647;;19967dd1-1564-434f-ab98-213963dc9b2a;20040004I0;Non determine;Salvia verbenaca L.;Lamiaceae;Martinov;;Salvia;L.;;verbenaca;L.;;;;;;;;;;;;;;;XX-0-NEU-20040049;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;;Place;Jardin;;Inconnue;VRAI;;;Salvia verbenaca L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53648;;b310ef22-5b3d-4430-8f65-cecd78c1b5c7;19500021I0;Non determine;Santolina etrusca (Lacaita) Marchi & D'Amato;Compositae;Giseke;;Santolina;L.;;etrusca;(Lacaita) Marchi & D'Amato;;;;;;;;;;;;;;;XX-0-NEU-19500021;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;;Place;Jardin;;Inconnue;VRAI;;;Santolina etrusca (Lacaita) Marchi & D'Amato;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53649;;370c5391-89fc-42b5-8472-d71d7426cfed;19500022I0;Non determine;Schinus polygama (Cav.) Cabrera;Anacardiaceae;R.Br.;;Schinus;L.;;polygama;(Cav.) Cabrera;;;;;;;;;;;;;;;XX-0-NEU-19500022;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Absent;VRAI;;;Schinus polygama (Cav.) Cabrera;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53650;;8bc45e5b-691e-4c33-a964-2956ef9a39eb;19500023I0;Non determine;Smilax aspera L.;Smilacaceae;Vent.;;Smilax;L.;;aspera;L.;;;;;;;;;;;;;;;XX-0-NEU-19500023;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Smilax aspera L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53651;;db81eb9c-5aca-4294-9b36-b943ed081f3e;20040005I0;Non determine;Stachys cretica L.;Lamiaceae;Martinov;;Stachys;L.;;cretica;L.;;;;;;;;;;;;;;;XX-0-NEU-20040052;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Stachys cretica L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53652;;47168f25-c667-4e09-b3eb-9a5e50db2710;19500024I0;Non determine;Strelitzia nicolai Regel & K.Koch;Strelitziaceae;Hutch.;;Strelitzia;Banks;;nicolai;Regel & K.Koch;;;;;;;;;;;;;;;XX-0-NEU-19500024;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Strelitzia nicolai Regel & K. Koch;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53653;;84c80b36-02df-4245-92cc-c19b56ae3441;19500025I0;Non determine;Strelitzia reginae Banks;Strelitziaceae;Hutch.;;Strelitzia;Banks;;reginae;Banks;;;;;;;;;;;;;;;XX-0-NEU-19500025;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Strelitzia reginae Banks;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53654;;390e3e71-318b-411c-a0f7-a23d96a514ec;19500026I0;Non determine;Thymus vulgaris L.;Lamiaceae;Martinov;;Thymus;L.;;vulgaris;L.;;;;;;;;;;;;;;;XX-0-NEU-19500026;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Thymus vulgaris L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53655;ACCID: 94-435;ead6364f-14e9-44b4-945a-71710ca67d97;19940003N0;Non determine;Viburnum tinus L.;Viburnaceae;Raf.;;Viburnum;L.;;tinus;L.;;;;;;;;;;;;;;;FR-0-NEU-19940435;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Viburnum tinus L.;Saint-Guilhem-le-Desert, Herault, France metropolitaine, Europe, Monde;Sauvage;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53656;;8a06cbc1-96b1-431f-a635-b1324e9ab417;19500027I0;Non determine;Washingtonia filifera (Andre) H.Wendl.;Arecaceae;Bercht. & J.Presl;;Washingtonia;H.Wendl.;;filifera;(Andre) H.Wendl.;;;;;;;;;;;;;;;XX-0-NEU-19500027;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Washingtonia filifera (Andre) H. Wendl.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53657;;9d196bac-0038-4fc8-9e5f-525e3fd5a1e2;19500028I0;Non determine;Withania somnifera (L.) Dunal;Solanaceae;Adans.;;Withania;Pauquy;;somnifera;(L.) Dunal;;;;;;;;;;;;;;;XX-0-NEU-19500028;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Pelouse mediterraneenne;Groupe;Jardin;;Inconnue;VRAI;;;Withania somnifera (L.) Dunal;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53658;;6540194d-1c92-4f60-bf8a-00ffb79c394d;19500029I0;Non determine;Pistacia lentiscus L.;Anacardiaceae;R.Br.;;Pistacia;L.;;lentiscus;L.;;;;;;;;;;;;;;;XX-0-NEU-19500029;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Inconnue;VRAI;;;Pistacia lentiscus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53659;;ba77b73c-9467-49f1-a8ee-bba946e656ac;19500035H0;Non determine;Salvia sclarea L.;Lamiaceae;Martinov;;Salvia;L.;;sclarea;L.;;;;;;;;;;;;;;;XX-0-NEU-19500035;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Salvia sclarea L.;;Horticole;J;;;;SAT;Sativa;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53660;;ee22f363-9f80-4de7-a36f-a8620b9103ac;19970006I0;Non determine;Olea europaea subsp. cuspidata (G.Don) Cif.;Oleaceae;Hoffmanns. & Link;;Olea;L.;;europaea;L.;;cuspidata;(G.Don) Cif.;;subsp.;;;;;;;;;;XX-0-NEU-19970297;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;Orangerie;Groupe;Jardin;;Absent;VRAI;;;Olea chrysophylla Lam.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53662;;d1c9696f-ea9c-4b1d-bece-c527887e8dba;19500037I0;Non determine;Paeonia L.;Paeoniaceae;Raf.;;Paeonia;L.;;;;;;;;;;;;;;;;;;XX-0-NEU-19500037;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Paeonia L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53665;ACCID: 06-1005;6017043e-6664-438b-ad69-fae1cd32aaeb;20060080I0;Non determine;Cerinthe minor L.;Boraginaceae;Juss.;;Cerinthe;L.;;minor;L.;;;;;;;;;;;;;;;XX-0-NEU-20061005;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Cerinthe minor L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53666;;189be2a1-a5ba-4f38-bea1-c66057c82c8a;20060081I0;Non determine;Salvia triloba L. f.;Lamiaceae;Martinov;;Salvia;L.;;triloba;L. f.;;;;;;;;;;;;;;;XX-0-NEU-20060081;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Salvia triloba L. f.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53667;;8254e625-36c9-4169-9a43-6fca780fad68;20060082I0;Non determine;Stipa gigantea Link;Poaceae;Barnhart;;Stipa;L.;;gigantea;Link;;;;;;;;;;;;;;;XX-0-NEU-20060082;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Côteau;Groupe;Jardin;;Inconnue;VRAI;;;Stipa gigantea Link;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53668;;5d363f04-a78b-4b8c-b6a1-fea0f3a6aacd;19500038I0;Non determine;Cistus creticus L.;Cistaceae;Juss.;;Cistus;L.;;creticus;L.;;;;;;;;;;;;;;;XX-0-NEU-19500038;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Matorral;Groupe;Jardin;;Inconnue;VRAI;;;Cistus creticus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53669;;923bfc0b-63a5-434a-a70d-b1dd38a0b098;19500030I0;Non determine;Lagurus ovatus L.;Poaceae;Barnhart;;Lagurus;L.;;ovatus;L.;;;;;;;;;;;;;;;XX-0-NEU-19500030;Culture de collection;Jardin Botanique de Neuchâtel;;Jardin mediterraneen;Garrigue;Groupe;Jardin;;Inconnue;VRAI;;;Lagurus ovatus L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53670;ACCID: 06-0022;2f9bd507-6369-4a39-ab91-73d8c3c2149e;20060078C0;Determine par une personne competente;Rhamnus pumila Turra;Rhamnaceae;Juss.;;Rhamnus;L.;;pumila;Turra;;;;;;;;;;;;;;;IT-0-NEU-20060022;Culture de collection;Jardin Botanique de Neuchâtel;;Alpinum;Jura;Groupe;Jardin;;Inconnue;VRAI;;;Rhamnus pumila Turra;Direttissima, Teramo, Italie, Europe, Monde;Sauvage (cultive);J;;;;AQUI;"Giardino Alpino di Campo Imperatore ""V. Riviera""";;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
