Numéro de spécimen cultivé;Détermination acceptée;famille;Familie Citation d'auteurs;genre;Genre Citation d'auteurs;Genre Hybride;espece;Espèce Citation d'auteurs;Espèce Hybride;Sous-espèce;Sous-espèce Citation d'auteurs;Sous-espèce Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Code ipen;Secteur
19926171N0;Hieracium aurantiacum L.;Asteraceae;Giseke;Hieracium;L.;;aurantiacum;L.;;;;;;;;FR0G19926171;Rocailles
19870429J0;Podophyllum peltatum L.;Berberidaceae;Juss.;Podophyllum;L.;;peltatum;L.;;;;;;;;XX0G19870429;Entretien général et dendrologie
19782997I0;Asplenium ceterach L.;Aspleniaceae;Newman;Asplenium;L.;;ceterach;L.;;;;;;;;XX0G19782997;Rocailles
19782985I0;Allium victorialis L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;victorialis;L.;;;;;;;;XX0G19782985;Rocailles
19783180I0;Muscari neglectum Guss.;Asparagaceae;Juss.;Muscari;Mill.;;neglectum;Guss.;;;;;;;;XX0G19783180;Rocailles
19783186I0;Allium subhirsutum L.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;subhirsutum;L.;;;;;;;;XX0G19783186;Rocailles
19783167J0;Pseudosasa japonica (Steud.) Nakai;Poaceae;Barnhart;Pseudosasa;Nakai;;japonica;(Steud.) Nakai;;;;;;;;XX0G19783167;Entretien général et dendrologie
19783166J0;Phyllostachys aurea Rivière & C.Rivière;Poaceae;Barnhart;Phyllostachys;Siebold & Zucc.;;aurea;Rivière & C.Rivière;;;;;;;;XX0G19783166;Entretien général et dendrologie
19916622J0;Rubus occidentalis L.;Rosaceae;Juss.;Rubus;L.;;occidentalis;L.;;;;;;;;CH0G19916622;Rocailles
19783174I0;Campanula fenestrellata Feer;Campanulaceae;Juss.;Campanula;L.;;fenestrellata;Feer;;;;;;;;XX0G19783174;Rocailles
19910554N0;Achnatherum calamagrostis (L.) P. Beauv.;Poaceae;;Achnatherum;;;calamagrostis;;;;;;;;;CH0G19910554;Rocailles
19910687N0;Berberis vulgaris L.;Berberidaceae;;Berberis;;;vulgaris;;;;;;;;;CH0G19910687;Rocailles
19910678N0;Stipa capillata L.;Poaceae;;Stipa;;;capillata;;;;;;;;;CH0G19910678;Rocailles
19916350J0;Penstemon laevigatus (L.) Aiton;Plantaginaceae;Juss.;Penstemon;Schmidel;;laevigatus;(L.) Aiton;;;;;;;;XX0G19916350;Rocailles
19916545J0;Rhododendron odoriferum Hutch.;Ericaceae;Juss.;Rhododendron;L.;;odoriferum;Hutch.;;;;;;;;XX0G19916545;Entretien général et dendrologie
19810027I0;Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.;Poaceae;Barnhart;Cortaderia;Stapf;;selloana;(Schult. & Schult.f.) Asch. & Graebn.;;;;;;;;XX0G19810027;Rocailles
19790473I0;Hydrangea quercifolia W.Bartram;Hydrangeaceae;Dumort.;Hydrangea;Gronov.;;quercifolia;W.Bartram;;;;;;;;XX0G19790473;Entretien général et dendrologie
19810028I0;Cortaderia selloana (Schult. & Schult. f.) Asch. & Graebn.  'Purpureum';Poaceae;Barnhart;Cortaderia;Stapf;;selloana;(Schult. & Schult.f.) Asch. & Graebn.;;;;;;;Purpureum;XX0G19810028;Entretien général et dendrologie
19780445N1;Lomelosia crenata (Cirillo) Greuter & Burdet;Caprifoliaceae;Juss.;Lomelosia;Raf.;;crenata;(Cirillo) Greuter & Burdet;;;;;;;;GR0G19780445;Rocailles
20110010N0;Pittosporum tobira (Thunb.) W.T.Aiton;Pittosporaceae;R.Br.;Pittosporum;Gaertn.;;tobira;(Thunb.) W.T.Aiton;;;;;;;;XX0G20110010;Agriculture et Conservation
20110012N0;Ailanthus altissima (Mill.) Swingle;Simaroubaceae;DC.;Ailanthus;Desf.;;altissima;(Mill.) Swingle;;;;;;;;XX0G20110012;Entretien général et dendrologie
19700922I0;Tectaria cicutaria (L.) Copel.;Tectariaceae;Panigrahi;Tectaria;Cav.;;cicutaria;(L.) Copel.;;;;;;;;XX-0-G-19700922;Serres
19700926I0;Thalia dealbata Fraser;Marantaceae;R.Br.;Thalia;L.;;dealbata;Fraser;;;;;;;;XX0G19700926;Serres
19700930I0;Thunbergia grandiflora (Rottler) Roxb.;Acanthaceae;Juss.;Thunbergia;Retz.;;grandiflora;(Rottler) Roxb.;;;;;;;;XX0G19700930;Serres
19700920I0;Tacca chantrieri André;Dioscoreaceae;R.Br.;Tacca;J.R.Forst. & G.Forst.;;chantrieri;André;;;;;;;;XX0G19700920;Serres
19700925I0;Tetrastigma voinierianum (Baltet) Gagnep.;Vitaceae;Juss.;Tetrastigma;(Miq.) Planch.;;voinierianum;(Baltet) Gagnep.;;;;;;;;XX0G19700925;Serres
19700921I0;Tapeinochilos ananassae (Hassk.) K.Schum.;Costaceae;Nakai;Tapeinochilos;Miq.;;ananassae;(Hassk.) K.Schum.;;;;;;;;XX0G19700921;Serres
19936196N0;Philadelphus lewisii Pursh;Hydrangeaceae;Dumort.;Philadelphus;L.;;lewisii;Pursh;;;;;;;;US0G19936196;Entretien général et dendrologie
19926365N0;Aster laevis L.;Asteraceae;Giseke;Aster;L.;;laevis;L.;;;;;;;;US0G19926365;Rocailles
19800180I2;Thujopsis dolabrata (L. f.) Siebold & Zucc.  'Nana';Cupressaceae;Gray;Thujopsis;Endl.;;dolabrata;(L. f.) Siebold & Zucc.;;;;;;;Nana;XX0G19800180;Agriculture et Conservation
19926379I0;Stipa barbata Desf.;Poaceae;Barnhart;Stipa;L.;;barbata;Desf.;;;;;;;;XX0G19926379;Rocailles
19926363N0;Atriplex canescens (Pursh) Nutt.;Amaranthaceae;Juss.;Atriplex;L.;;canescens;(Pursh) Nutt.;;;;;;;;US0G19926363;Rocailles
19926380I0;Stipa pulcherrima f. nudicostata Martinovský;Poaceae;Barnhart;Stipa;L.;;pulcherrima;K.Koch;;nudicostata;Martinovský;;f.;;;XX0G19926380;Rocailles
19917068I0;Arisaema triphyllum (L.) Torr.;Araceae;Juss.;Arisaema;Mart.;;triphyllum;(L.) Torr.;;;;;;;;XX0G19917068;Rocailles
19841808N1;Selinum striatum (DC.) C.B.Clarke;Apiaceae;Lindl.;Selinum;L.;;striatum;(DC.) C.B.Clarke;;;;;;;;NP-0-G-19841808;Rocailles
19917066I0;Crocus ochroleucus Boiss. & Gaill.;Iridaceae;Juss.;Crocus;L.;;ochroleucus;Boiss. & Gaill.;;;;;;;;XX0G19917066;Rocailles
19830889J0;Carex flacca Schreb.;Cyperaceae;Juss.;Carex;L.;;flacca;Schreb.;;;;;;;;XX0G19830889;Rocailles
19917065I0;Crocus cancellatus Herb.;Iridaceae;Juss.;Crocus;L.;;cancellatus;Herb.;;;;;;;;XX0G19917065;Rocailles
19783017I0;Erythronium dens-canis L.;Liliaceae;Juss.;Erythronium;L.;;dens-canis;L.;;;;;;;;XX0G19783017;Rocailles
19783020I0;Colchicum autumnale L.;Colchicaceae;DC.;Colchicum;L.;;autumnale;L.;;;;;;;;XX0G19783020;Rocailles
19917073I0;Cyclamen pseudibericum (Gordon & Glend.) Hildebr.;Primulaceae;Batsch ex Borkh.;Cyclamen;L.;;pseudibericum;(Gordon & Glend.) Hildebr.;;;;;;;;XX0G19917073;Rocailles
19783036I0;Adonis vernalis L.;Ranunculaceae;Juss.;Adonis;L.;;vernalis;L.;;;;;;;;XX0G19783036;Rocailles
19861767J0;Horminum pyrenaicum L.;Lamiaceae;Martinov;Horminum;L.;;pyrenaicum;L.;;;;;;;;XX0G19861767;Rocailles
19783373I0;Salix glabra Scop.;Salicaceae;Mirb.;Salix;L.;;glabra;Scop.;;;;;;;;XX0G19783373;Rocailles
19783033I0;Saxifraga paniculata Mill.;Saxifragaceae;Juss.;Saxifraga;L.;;paniculata;Mill.;;;;;;;;XX0G19783033;Rocailles
19916651N0;Lysimachia ciliata L.;Primulaceae;Batsch ex Borkh.;Lysimachia;L.;;ciliata;L.;;;;;;;;US0G19916651;Rocailles
19783068N0;Pinus cembra L.;Pinaceae;Spreng. ex Rudolphi;Pinus;L.;;cembra;L.;;;;;;;;CH0G19783068;Rocailles
19783050I0;Meum athamanticum Jacq.;Apiaceae;Lindl.;Meum;Mill.;;athamanticum;Jacq.;;;;;;;;XX0G19783050;Rocailles
19783287I0;Eryngium agavifolium Griseb.;Apiaceae;Lindl.;Eryngium;L.;;agavifolium;Griseb.;;;;;;;;XX0G19783287;Rocailles
19916657N0;Larix sibirica Ledeb.;Pinaceae;Spreng. ex Rudolphi;Larix;Mill.;;sibirica;Ledeb.;;;;;;;;RU0G19916657;Entretien général et dendrologie
19783055I0;Pulmonaria montana Lej.;Boraginaceae;Juss.;Pulmonaria;L.;;montana;Lej.;;;;;;;;XX0G19783055;Rocailles
19916693J0;Cedrus deodara (Roxb.) G.Don;Pinaceae;Spreng. ex Rudolphi;Cedrus;Trew;;deodara;(Roxb.) G.Don;;;;;;;;AT0G19916693;Entretien général et dendrologie
19916688N0;Hemerocallis middendorffii Trautv. & C.A.Mey.;Asphodelaceae;Juss.;Hemerocallis;L.;;middendorffii;Trautv. & C.A.Mey.;;;;;;;;JP0G19916688;Entretien général et dendrologie
19916678N0;Daphne gnidium L.;Thymelaeaceae;Juss.;Daphne;L.;;gnidium;L.;;;;;;;;FR0G19916678;Rocailles
19917056I0;Fritillaria meleagris L.;Liliaceae;Juss.;Fritillaria;L.;;meleagris;L.;;;;;;;;XX0G19917056;Rocailles
19917082I0;Tulipa clusiana var. chrysantha Sealy;Liliaceae;Juss.;Tulipa;L.;;clusiana;DC.;;chrysantha;Sealy;;var.;;;XX0G19917082;Rocailles
19783095I0;Caltha palustris L.;Ranunculaceae;Juss.;Caltha;L.;;palustris;L.;;;;;;;;XX0G19783095;Rocailles
19783099N0;Nymphaea alba L.;Nymphaeaceae;Salisb.;Nymphaea;L.;;alba;L.;;;;;;;;FR0G19783099;Rocailles
19783081N0;Melittis melissophyllum L.;Lamiaceae;Martinov;Melittis;L.;;melissophyllum;L.;;;;;;;;FR0G19783081;Rocailles
19860279N1;Ononis pusilla L.;Fabaceae;Juss.;Ononis;L.;;pusilla;L.;;;;;;;;IT0G19860279;Rocailles
19916705N0;Veratrum nigrum L.;Melanthiaceae;Batsch ex Borkh.;Veratrum;L.;;nigrum;L.;;;;;;;;HU0G19916705;Rocailles
19916703N0;Paeonia officinalis subsp. banatica (Rochel) Soó;Paeoniaceae;Raf.;Paeonia;L.;;officinalis;L.;;banatica;(Rochel) Soó;;subsp.;;;HU0G19916703;Rocailles
19783123I0;Polystichum lonchitis (L.) Roth;Dryopteridaceae;Herter;Polystichum;Roth;;lonchitis;(L.) Roth;;;;;;;;XX0G19783123;Rocailles
19783128I0;Larix decidua Mill.;Pinaceae;Spreng. ex Rudolphi;Larix;Mill.;;decidua;Mill.;;;;;;;;XX0G19783128;Rocailles
19783124I0;Rhodothamnus chamaecistus (L.) Rchb.;Ericaceae;Juss.;Rhodothamnus;Rchb.;;chamaecistus;(L.) Rchb.;;;;;;;;XX0G19783124;Rocailles
19783135I0;Geranium sanguineum L.;Geraniaceae;Juss.;Geranium;L.;;sanguineum;L.;;;;;;;;XX0G19783135;Rocailles
19783115I0;Helleborus niger L.;Ranunculaceae;Juss.;Helleborus;L.;;niger;L.;;;;;;;;XX0G19783115;Rocailles
19783120I0;Saxifraga rotundifolia L.;Saxifragaceae;Juss.;Saxifraga;L.;;rotundifolia;L.;;;;;;;;XX0G19783120;Rocailles
19783113I0;Dactylorhiza maculata (L.) Soó;Orchidaceae;Juss.;Dactylorhiza;Neck. ex Nevski;;maculata;(L.) Soó;;;;;;;;XX0G19783113;Rocailles
19783132I0;Crocus albiflorus Kit.;Iridaceae;Juss.;Crocus;L.;;albiflorus;Kit.;;;;;;;;XX0G19783132;Rocailles
19783140I0;Androsace chamaejasme Wulfen;Primulaceae;Batsch ex Borkh.;Androsace;L.;;chamaejasme;Wulfen;;;;;;;;XX0G19783140;Rocailles
19783156I0;Asarum europaeum L.;Aristolochiaceae;Juss.;Asarum;L.;;europaeum;L.;;;;;;;;XX0G19783156;Rocailles
19783141I0;Alchemilla conjuncta aggr.;Rosaceae;Juss.;Alchemilla;L.;;conjuncta;aggr.;;;;;;;;XX0G19783141;Rocailles
19910129N0;Lactuca perennis L.;Asteraceae;;Lactuca;;;perennis;;;;;;;;;CH0G19910129;Rocailles
19851252I0;Tulipa orphanidea Heldr.  'Flava';Liliaceae;Juss.;Tulipa;L.;;orphanidea;Heldr.;;;;;;;Flava;XX0G19851252;Rocailles
19790411I0;Vaccinium corymbosum L.  'Pioneer';Ericaceae;Juss.;Vaccinium;L.;;corymbosum;L.;;;;;;;Pioneer;XX0G19790411;Entretien général et dendrologie
19926403N0;Dianthus serrulatus subsp. barbatus (Boiss.) Greuter & Burdet;Caryophyllaceae;Juss.;Dianthus;L.;;serrulatus;Desf.;;barbatus;(Boiss.) Greuter & Burdet;;subsp.;;;PT0G19926403;Rocailles
19926513N0;Saxifraga virginiensis Michx.;Saxifragaceae;Juss.;Saxifraga;L.;;virginiensis;Michx.;;;;;;;;XX0G19926513;Rocailles
19926783I0;Lysichiton americanus Hultén & H.St.John;Araceae;Juss.;Lysichiton;Schott;;americanus;Hultén & H.St.John;;;;;;;;XX0G19926783;Rocailles
19926782I0;Lysichiton camtschatcensis (L.) Schott;Araceae;Juss.;Lysichiton;Schott;;camtschatcensis;(L.) Schott;;;;;;;;XX0G19926782;Rocailles
19861728J1;Acantholimon glumaceum (Jaub. & Spach) Boiss.;Plumbaginaceae;Juss.;Acantholimon;Boiss.;;glumaceum;(Jaub. & Spach) Boiss.;;;;;;;;XX0G19861728;Rocailles
20100430S0;Carex pulicaris L.;Cyperaceae;;Carex;;;pulicaris;;;;;;;;;CH0G20100430;Rocailles
19843069J1;Rhododendron hippophaeoides Balf.f. & W.W.Sm.;Ericaceae;Juss.;Rhododendron;L.;;hippophaeoides;Balf.f. & W.W.Sm.;;;;;;;;XX0G19843069;Entretien général et dendrologie
19831068N2;Rhododendron latoucheae Franch.;Ericaceae;Juss.;Rhododendron;L.;;latoucheae;Franch.;;;;;;;;CN0G19831068;Entretien général et dendrologie
19831068N3;Rhododendron latoucheae Franch.;Ericaceae;Juss.;Rhododendron;L.;;latoucheae;Franch.;;;;;;;;CN0G19831068;Entretien général et dendrologie
19926847N0;Iris cristata Sol.;Iridaceae;Juss.;Iris;L.;;cristata;Sol.;;;;;;;;XX0G19926847;Rocailles
19790366I0;Rhododendron kaempferi Planch.;Ericaceae;Juss.;Rhododendron;L.;;kaempferi;Planch.;;;;;;;;XX0G19790366;Entretien général et dendrologie
19790360I0;Rhododendron kaempferi Planch.;Ericaceae;Juss.;Rhododendron;L.;;kaempferi;Planch.;;;;;;;;XX0G19790360;Entretien général et dendrologie
19790369I0;Rhododendron kaempferi Planch.;Ericaceae;Juss.;Rhododendron;L.;;kaempferi;Planch.;;;;;;;;XX0G19790369;Entretien général et dendrologie
19790367I0;Rhododendron kaempferi Planch.;Ericaceae;Juss.;Rhododendron;L.;;kaempferi;Planch.;;;;;;;;XX0G19790367;Entretien général et dendrologie
19926850N0;Rhododendron micranthum Turcz.;Ericaceae;Juss.;Rhododendron;L.;;micranthum;Turcz.;;;;;;;;CN0G19926850;Entretien général et dendrologie
19926848N0;Iris suaveolens Boiss. & Reut.;Iridaceae;Juss.;Iris;L.;;suaveolens;Boiss. & Reut.;;;;;;;;XX0G19926848;Rocailles
19927011I0;Crocus nudiflorus Sm.;Iridaceae;Juss.;Crocus;L.;;nudiflorus;Sm.;;;;;;;;XX0G19927011;Rocailles
19927018J0;Muscari pallens Fisch.;Asparagaceae;Juss.;Muscari;Mill.;;pallens;Fisch.;;;;;;;;XX0G19927018;Rocailles
19936470N0;Erysimum cheiri (L.) Crantz;Brassicaceae;Burnett;Erysimum;L.;;cheiri;(L.) Crantz;;;;;;;;CH0G19936470;Rocailles
19956687J0;Haberlea rhodopensis Friv.;Gesneriaceae;Rich. & Juss.;Haberlea;Friv.;;rhodopensis;Friv.;;;;;;;;XX0G19956687;Rocailles
19956683N0;Astragalus glycyphyllos L.;Fabaceae;Juss.;Astragalus;L.;;glycyphyllos;L.;;;;;;;;DE0G19956683;Entretien général et dendrologie
19947290J0;Rosa pisocarpa A.Gray;Rosaceae;Juss.;Rosa;L.;;pisocarpa;A.Gray;;;;;;;;XX0G19947290;Entretien général et dendrologie
20120305N0;Thlaspi zaffranii (F.K.Mey.) Greuter & Burdet;Brassicaceae;Burnett;Thlaspi;L.;;zaffranii;(F.K.Mey.) Greuter & Burdet;;;;;;;;GR0G20120305;Rocailles
19947285J0;Rosa roxburghii var. hirtula Rehder & E.H.Wilson;Rosaceae;Juss.;Rosa;L.;;roxburghii;Tratt.;;hirtula;Rehder & E.H.Wilson;;var.;;;XX0G19947285;Entretien général et dendrologie
19947309J0;Rosa sempervirens L.  'Félicité et Perpetue';Rosaceae;Juss.;Rosa;L.;;sempervirens;L.;;;;;;;Félicité et Perpetue;XX0G19947309;Entretien général et dendrologie
19947315J0;Hosta tardiflora (Irving) Stearn;Asparagaceae;Juss.;Hosta;Tratt.;;tardiflora;(Irving) Stearn;;;;;;;;XX0G19947315;Agriculture et Conservation
19947317J0;Hosta ventricosa Stearn;Asparagaceae;Juss.;Hosta;Tratt.;;ventricosa;Stearn;;;;;;;;XX0G19947317;Agriculture et Conservation
19700992I0;Billbergia vittata Brongn. ex C.Morel;Bromeliaceae;Juss.;Billbergia;Thunb.;;vittata;Brongn. ex C.Morel;;;;;;;;XX0G19700992;Serres
19700993I0;Billbergia iridifolia (Nees & Mart.) Lindl.;Bromeliaceae;Juss.;Billbergia;Thunb.;;iridifolia;(Nees & Mart.) Lindl.;;;;;;;;XX0G19700993;Serres
20080166N0;Canistrum fragrans (Linden) Mabb.;Bromeliaceae;Juss.;Canistrum;É.Morren;;fragrans;(Linden) Mabb.;;;;;;;;BR0U2000GR00727;Serres
19947320J0;Hosta lancifolia (Thunb.) Engl.;Asparagaceae;Juss.;Hosta;Tratt.;;lancifolia;(Thunb.) Engl.;;;;;;;;XX0G19947320;Agriculture et Conservation
19947319J0;Hosta plantaginea var. grandiflora (Siebold & Zucc.) Asch. & Graebn.;Asparagaceae;Juss.;Hosta;Tratt.;;plantaginea;(Lam.) Asch.;;grandiflora;(Siebold & Zucc.) Asch. & Graebn.;;var.;;;XX0G19947319;Agriculture et Conservation
