"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"ArboretumMidiE0","90602","Picea abies","Picea abies (L.) Karst.","Picea","Pinaceae"
"ArboretumMidiE0","90604","Orchis militaris","Orchis militaris L.","Orchis","Orchidaceae"
"ArboretumMidiE0","90606","Potentilla cuneata","Potentilla ambigua Cambess.","Potentilla","Rosaceae"
"ArboretumMidiE0","221727","Betula pendula var. carelica","Betula pendula var.Carelica","Betula","Betulaceae"
"ArboretumMidiE0","90609","Cryptomeria japonica var. araucarioides","Cryptomeria japonica var. araucarioides ","Cryptomeria","Cupressaceae"
"ArboretumMidiE0","773213","Betula populifolia","Betula populifolia Marsh.","Betula","Betulaceae"
"ArboretumMidiE0","90611","Betula pubescens","Betula alba","Betula","Betulaceae"
"ArboretumMidiE0","90612","Betula pendula","Betula pendula","Betula","Betulaceae"
"ArboretumMidiE0","90613","Betula albosinensis","Betula albosinensis Burk.","Betula","Betulaceae"
"ArboretumMidiE0","1365","Betula pubescens subsp. tortuosa","Betula tortuosa","Betula","Betulaceae"
"ArboretumMidiE0","2513","Cotoneaster sikangensis","Cotoneaster sikengensis Flinck & Hylmö","Cotoneaster","Rosaceae"
"ArboretumMidiE1","215325","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos","Ericaceae"
"ArboretumMidiF","90619","Lonicera microphylla","Lonicera microphylla Willd. ex Roem. et Schult.","Lonicera","Caprifoliaceae"
"ArboretumMidiF0","90617","Salix yezoalpina","Salix nakamurana Koidz. var. yezoalpina ","Salix","Salicaceae"
"ArboretumMidiF0","90626","Miscanthus sacchariflorus","Miscanthus sacchariflorus (Maxim.) Hack.","Miscanthus","Poaceae"
"ArboretumMidiF0","90633","Paeonia delavayi","Paeonia delavayi Franch.","Paeonia","Paeoniaceae"
"ArboretumMidiF0","90618","Thymus sp.","Thymus sp.",NA,NA
"ArboretumMidiF0","90627","Miscanthus sinensis ‘Zebrinus’","Miscanthus sinensis (Thunb.) Anderss. cv. ‘' Zebrinus'‘",NA,NA
"ArboretumMidiF0","90628","Cortaderia selloana","Cortaderia selloana Aschers. et Graebn.","Cortaderia","Poaceae"
"ArboretumMidiF0","90620","","Salix liliput",NA,NA
"ArboretumMidiF0","90621","Geranium cinereum subsp. subcaulescens","Geranium subcaulescens L'Hérit. ex DC.","Geranium","Geraniaceae"
"ArboretumMidiF0","784037","Euptelea polyandra","Euptelea polyandra Sieb. et Zucc.","Euptelea","Eupteleaceae"
"ArboretumMidiF0","90622","Helianthemum sp.","Helianthemum sp.",NA,NA
"ArboretumMidiF0","6017","Aronia melanocarpa","Aronia melanocarpa (Michx.) Elliott","Aronia","Rosaceae"
"ArboretumMidiF0","90623","Chamaecytisus purpureus","Cytisus purpureus Scop.","Chamaecytisus","Fabaceae"
"ArboretumMidiF1","90624","Nepeta racemosa","Nepeta mussinii","Nepeta","Lamiaceae"
"ArboretumMidiF1","90625","Coronilla valentina subsp. glauca","Coronilla glauca L.","Coronilla","Fabaceae"
"ArboretumMidiF2","84382","Dipelta floribunda","Dipelta floribunda Maxim.","Dipelta","Caprifoliaceae"
"ArboretumMidiF2","90632","Cornus florida","Cornus florida L.","Cornus","Cornaceae"
"ArboretumMidiG0","893109","Potentilla purpurea","Potentilla purpurea Hook","Potentilla","Rosaceae"
"ArboretumMidiG0","851204","Scabiosa cretica","Scabiosa cretica L.","Scabiosa","Caprifoliaceae"
"ArboretumMidiG0","90651","Phlox subulata","Phlox subulata L.","Phlox","Polemoniaceae"
"ArboretumMidiG0","90652","Arabis x variegata","Arabis variegata",NA,NA
"ArboretumMidiG0","90653","Linum flavum","Linum flavum L.","Linum","Linaceae"
"ArboretumMidiG0","90663","Callicarpa japonica","Callicarpa japonica Thunb.","Callicarpa","Lamiaceae"
"ArboretumMidiG0","708492","Ribes saxatile","Ribes saxatile Pall.","Ribes","Grossulariaceae"
"ArboretumMidiG1","90647","Lavandula angustifolia","Lavandula angustifolia Mill.","Lavandula","Lamiaceae"
"ArboretumMidiG1","221724","Euphorbia spinosa","Euphorbia spinosa","Euphorbia","Euphorbiaceae"
"ArboretumMidiG1","90650","Cotoneaster sikangensis","Cotoneaster sikangensis Flink & Hymö","Cotoneaster","Rosaceae"
"ArboretumMidiG2","93123","Acer circinatum","Acer circinatum Pursh","Acer","Sapindaceae"
"ArboretumMidiG2","205096","Clematis orientalis","Clematis orientalis L.","Clematis","Ranunculaceae"
"ArboretumMidiG2","206668","Clematis montana","Clematis montana Buch.-Ham. ex DC.","Clematis","Ranunculaceae"
"ArboretumMidiG2","205122","","Clematis campaniflora Brot.",NA,NA
"ArboretumMidiG2","90656","Exochorda giraldii var. wilsonii","Exochorda giraldii Hesse var. wilsonii ","Exochorda","Rosaceae"
"ArboretumMidiG2","90657","Exochorda racemosa","Exochorda racemosa (Lindl.) Rehd.","Exochorda","Rosaceae"
"ArboretumMidiG2","221721","Hydrangea anomala","Hydrangea  anomala","Hydrangea","Hydrangeaceae"
"ArboretumMidiG2","221722","Hedera colchica","Hedera colchica","Hedera","Araliaceae"
"ArboretumMidiG2","90658","Spiraea nipponica var. tosaensis","Spiraea nipponica Maxim.tosaensis","Spiraea","Rosaceae"
"ArboretumMidiG2","90659","Buxus balearica","Buxus balearica Lam.","Buxus","Buxaceae"
"ArboretumMidiG2","90660","Ginkgo biloba","Ginkgo biloba L.","Ginkgo","Ginkgoaceae"
"ArboretumMidiG2","772808","Lonicera microphylla","Lonicera microphylla Willd. ex Roem. et Schult.","Lonicera","Caprifoliaceae"
"ArboretumMidiG2","90662","Loropetalum chinense","Loropetalum chinense (R. Br.) Oliv.","Loropetalum","Hamamelidaceae"
"ArboretumMidiG2","795008","Rhus aromatica","Rhus aromatica Ait.","Rhus","Anacardiaceae"
"ArboretumMidiG2","90665","Ligustrum lucidum","Ligustrum lucidum Ait.","Ligustrum","Oleaceae"
"ArboretumMidiH","90676","Perovskia atriplicifolia","Perovskia atriplicifolia Benth.","Perovskia","Lamiaceae"
"ArboretumMidiH","5342","Cornus kousa var. chinensis","Cornus kousa Hance var. chinensis ","Cornus","Cornaceae"
"ArboretumMidiH","8144","Petteria ramentacea","Petteria ramentacea (Sieber) K.B. Presl","Petteria","Fabaceae"
"ArboretumMidiH","90680","Ribes fasciculatum","Ribes fasciculatum Sieb. et Zucc.","Ribes","Grossulariaceae"
"ArboretumMidiH","90681","Microbiota decussata","Microbiota decussata Kom.","Microbiota","Cupressaceae"
"ArboretumMidiH","893224","Hovenia dulcis","Hovenia dulcis Thunb.","Hovenia","Rhamnaceae"
"ArboretumMidiH","90686","Cornus pumila","Cornus pumila","Cornus","Cornaceae"
"ArboretumMidiH","882772","Stachyurus chinensis","Stachyurus chinensis Franch.","Stachyurus","Stachyuraceae"
"ArboretumMidiH","882521","Abelia chinensis","Abelia chinensis R.Br.","Abelia","Caprifoliaceae"
"ArboretumMidiH","922","Juniperus virginiana","Juniperus virginiana L.","Juniperus","Cupressaceae"
"ArboretumMidiH","762173","Lonicera korolkowi","Lonicera korolkowi Stapf",NA,NA
"ArboretumMidiH","90691","Rhodotypos scandens","Rhodotypos scandens (Thunb.) Mak.","Rhodotypos","Rosaceae"
"ArboretumMidiH","5149","Cotoneaster rotundifolius","Cotoneaster prostrata Baker","Cotoneaster","Rosaceae"
"ArboretumMidiH","3252","Pinus mugo","Pinus mugo Turra","Pinus","Pinaceae"
"ArboretumMidiH","2460","Lespedeza bicolor","Lespedeza bicolor Turcz.","Lespedeza","Fabaceae"
"ArboretumMidiH","220303","Helleborus foetidus","Helleborus foetidus","Helleborus","Ranunculaceae"
"ArboretumMidiH","98307","Corylopsis willmottiae","Corylopsis willmottiae Rehder & Wilson","Corylopsis","Hamamelidaceae"
"ArboretumMidiH","98305","Corylopsis glabrescens","Corylopsis glabrescens Franch. & Sav.","Corylopsis","Hamamelidaceae"
"ArboretumMidiH","205091","Corylopsis gotoana","Corylopsis gotoana Mak.","Corylopsis","Hamamelidaceae"
"ArboretumMidiH","90696","Phellodendron japonicum","Phellodendron japonicum Maxim.","Phellodendron","Rutaceae"
"ArboretumMidiH","98306","Corylopsis spicata","Corylopsis spicata Siebold & Zucc.","Corylopsis","Hamamelidaceae"
"ArboretumMidiH","94093","Corylopsis sinensis","Corylopsis sinensis Hemsl.","Corylopsis","Hamamelidaceae"
"ArboretumMidiH0","4694","Callicarpa shirasawana","Callicarpa shirasawana","Callicarpa","Lamiaceae"
"ArboretumMidiH0","93330","Chimonanthus nitens","Chimonanthus nitens Oliv.","Chimonanthus","Calycanthaceae"
"ArboretumMidiH0","90684","Zanthoxylum bungeanum","Zanthoxylum simulans ? Hance","Zanthoxylum","Rutaceae"
"ArboretumMidiH0","90685","Acer pensylvanicum","Acer pensylvanicum L.","Acer","Sapindaceae"
"ArboretumMidiH0","3916","Amorpha nana","Amorpha nana Nutt.","Amorpha","Fabaceae"
"ArboretumMidiI","221794","Fritillaria meleagris","Fritillaria meleagris","Fritillaria","Liliaceae"
"ArboretumMidiI","90704","Choisya ternata","Choisya ternata H.B.K.","Choisya","Rutaceae"
"ArboretumMidiI","90706","Fontanesia phillyreoides var. fortunei","Fontanesia fortunei Carr.","Fontanesia","Oleaceae"
"ArboretumMidiI","90708","Hepatica nobilis","Hepatica nobilis Schreber","Hepatica","Ranunculaceae"
"ArboretumMidiI","772717","Prunus virginiana","Prunus virginiana L.","Prunus","Rosaceae"
"ArboretumMidiI","90711","Spiraea sp.","Spiraea sp.",NA,NA
"ArboretumMidiI","90713","Colutea arborescens","Colutea arborescens L.","Colutea","Fabaceae"
"ArboretumMidiI","90714","Hermodactylus tuberosus","Hermodactylus tuberosus (L.) Miller","Hermodactylus","Iridaceae"
"ArboretumMidiI","90718","Kerria japonica f. fl. pleno","Kerria japonica (L.) DC.fl. pleno",NA,NA
"ArboretumMidiI","2428","Prunus cerasus","Prunus cerasifera Ehrh.","Prunus","Rosaceae"
"ArboretumMidiI","90722","Hepatica nobilis","Hepatica nobilis Schreber","Hepatica","Ranunculaceae"
"ArboretumMidiI","90723","Frangula purshiana","Rhamnus purshiana DC.","Frangula","Rhamnaceae"
"ArboretumMidiI","90724","Chimonanthus fragrans","Chimonanthus praecox (L.) Link","Chimonanthus","Calycanthaceae"
"ArboretumMidiI","90725","Cotoneaster divaricatus","Cotoneaster divaricatus Rehd. et Wils.","Cotoneaster","Rosaceae"
"ArboretumMidiI","90726","Potentilla fruticosa var. obtusifolia","Potentilla fruticosa L.obtusifolia",NA,NA
"ArboretumMidiI","90727","Pinus sylvestris ‘Repanda’","Pinus sylvestris L. cv. ‘'Repanda'‘",NA,NA
"ArboretumMidiI","95599","Cotoneaster nummularioides","Cotoneaster nummularioides Pojark.","Cotoneaster","Rosaceae"
"ArboretumMidiI","90731","Fraxinus ornus","Fraxinus ornus L.","Fraxinus","Oleaceae"
"ArboretumMidiI","494","Carpinus turczaninovii","Carpinus turczaninovii Hance","Carpinus","Betulaceae"
"ArboretumMidiI","2461","Rhamnus davuricus","Rhamnus davuricus Pall.",NA,NA
"ArboretumMidiI","90748","Anacyclus pyrethrum var. depressus","Anacyclus pyrethrum (L.) Link var. depressus ","Anacyclus","Asteraceae"
"ArboretumMidiI","220310","Sesleria  heufleriana","Selsleria heufleriana",NA,NA
"ArboretumMidiI","220311","Allium sphaerocephalon","Allium sphaerocephalon","Allium","Amaryllidaceae"
"ArboretumMidiI","220312","Euphorbia seguieriana subsp. niciciana","Euphorbia seguieriana  subsp. niciciana ","Euphorbia","Euphorbiaceae"
"ArboretumMidiI","221164","Daphne laureola","Daphne laureola L.","Daphne","Thymelaeaceae"
"ArboretumMidiI0","90701","Helianthemum sp.","Helianthemum sp.",NA,NA
"ArboretumMidiI0","90702","Campanula poscharskyana f. fl. roseo","Campanula poscharskyanafl. roseo",NA,NA
"ArboretumMidiI0","90703","Malus hupehensis","Malus hupehensis (Pamp.) Rehd.","Malus","Rosaceae"
"ArboretumMidiI0","90705","Cotoneaster henryanus","Cotoneaster henryanus (Schneid.) Rehd. et Wils.","Cotoneaster","Rosaceae"
"ArboretumMidiI0","696948","Rosa prattii","Rosa prattii Hemsl.","Rosa","Rosaceae"
"ArboretumMidiI0","90709","Lilium candidum","Lilium candidum L.","Lilium","Liliaceae"
"ArboretumMidiI0","90712","Hydrangea arborescens","Hydrangea arborescens L. subsp. arborescens ","Hydrangea","Hydrangeaceae"
"ArboretumMidiI0","90712","Hydrangea arborescens","Hydrangea arborescens L. subsp. arborescens ","Hydrangea","Hydrangeaceae"
"ArboretumMidiI0","90715","Cotoneaster horizontalis var. prostrata","Cotoneaster horizontalis Decne var. prostrata ",NA,NA
"ArboretumMidiI0","90716","Agapanthus campanulatus f. albus","Agapanthus campanulatus'Albus'",NA,NA
"ArboretumMidiI0","90717","Hamamelis mollis","Hamamelis mollis Oliv.","Hamamelis","Hamamelidaceae"
"ArboretumMidiI0","90719","Syringa reflexa","Syringa reflexa Schneid.","Syringa","Oleaceae"
"ArboretumMidiI0","90721","Sophora microphylla","Sophora microphylla Aiton","Sophora","Fabaceae"
"ArboretumMidiI0","90729","Aubrieta x cultorum ‘Gurgedyke’","Aubrieta hybr.'Gurgedyke'",NA,NA
"ArboretumMidiI0","90730","Dianthus hybride ‘La Bourboule Alba’","Dianthus gratianopolitanus cv. ‘'La Bourbrille Alba'‘",NA,NA
"ArboretumMidiI0","90732","Geranium sanguineum ‘Album’","Geranium sanguineum cv. ‘'Album'‘",NA,NA
"ArboretumMidiI0","90733","Corydalis flexuosa ‘Purple Leaf Form’","Corydalis flexuosa Franch.'Purple Leaf Form'",NA,NA
"ArboretumMidiI0","90735","Geranium x lindavicum ‘Apple Blossom’","Geranium x lindavicum cv. ‘'Apple Blossom'‘",NA,NA
"ArboretumMidiI0","90736","Helianthemum Hybride ‘Lawrenson's Pink’","Helianthemum hybrides cv. ‘'Lawrenson's Pink'‘",NA,NA
"ArboretumMidiI0","90737","Abeliophyllum distichum","Abeliophyllum distichum Nakai","Abeliophyllum","Oleaceae"
"ArboretumMidiI0","90739","Geranium grandiflorum ‘Alpinum’","Geranium himalayense cv. ‘'Alpinum'‘",NA,NA
"ArboretumMidiI0","90740","Adonis amurensis","Adonis amurensis Regel et Radde","Adonis","Ranunculaceae"
"ArboretumMidiI0","90741","Erythronium hybride ‘Pagoda’","Erythronium tuolumnense Appleg. cv. ‘'Pagoda'‘",NA,NA
"ArboretumMidiI0","90742","Corydalis flexuosa ‘China Blue’","Corydalis flexuosa cv. ‘'China Blue'‘",NA,NA
"ArboretumMidiI0","90743","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi (L.) Sprengel","Arctostaphylos","Ericaceae"
"ArboretumMidiI0","90744","Waldsteinia ternata","Waldsteinia ternata (Stephan) Fritsch","Waldsteinia","Rosaceae"
"ArboretumMidiI0","90745","Aubrieta x cultorum ‘Winterberg’","Aubrieta Hybriden cv. ‘'Winterberg'‘",NA,NA
"ArboretumMidiI0","90746","Dianthus hybride ‘Whitefield Ruby’","Dianthus gratianopolitanus cv. ‘'Whitefield Ruby'‘",NA,NA
"ArboretumMidiI0","90747","Geranium x cantabrigiense ‘Karmina’","Geranium x cantabrigiense cv. ‘'Karmina'‘",NA,NA
"ArboretumMidiI0","90749","Dianthus gratianopolitanus ‘Princes Charmoy’","Dianthus gratianopolitanus Vill. cv. ‘'Princes Charmoy'‘",NA,NA
"ArboretumMidiI0","90750","Sorbus domestica","Sorbus domestica L.","Sorbus","Rosaceae"
"ArboretumMidiI0","220309","Anthericum liliago","Anthericum liliago","Anthericum","Asparagaceae"
"ArboretumMidiJ","90756","Cotoneaster harrysmithii","Cotoneaster harrysmithii Flinck & Hylmo","Cotoneaster","Rosaceae"
"ArboretumMidiJ","90757","Corylus avellana ‘contorta’","Corylus avellana L.""contorta""",NA,NA
"ArboretumMidiJ","90758","Hamamelis vernalis","Hamamelis vernalis Sarg.","Hamamelis","Hamamelidaceae"
"ArboretumMidiJ","772780","Kalopanax septemlobus","Kalopanax septemlobus (Thunb. ex A. Murray) Koidz. Baumaralie, Castor Araliaseptemlobus","Kalopanax","Araliaceae"
"ArboretumMidiJ","90760","Spiraea x billardii","Spiraea billardii","Spiraea","Rosaceae"
"ArboretumMidiJ","7729","Lonicera caerulea","Lonicera caerulea L.","Lonicera","Caprifoliaceae"
"ArboretumMidiJ","90763","Acer opalus","Acer opalus Miller","Acer","Sapindaceae"
"ArboretumMidiJ","90764","Aster limprichtii","Aster limprichtii ","Aster","Asteraceae"
"ArboretumMidiJ","221729","Corokia cotoneaster","Coroka cotoneaster","Corokia","Argophyllaceae"
"ArboretumMidiJ","221730","","Loropetalum chinense cv. 'Burgundi'",NA,NA
"ArboretumMidiJ","90765","Lonicera myrtillus","Lonicera myrtillus Hook.f. et Thoms.","Lonicera","Caprifoliaceae"
"ArboretumMidiJ","90775","Sedum dasyphyllum var. glanduliferum","Sedum dasyphyllum L.var. glanduliferum","Sedum","Crassulaceae"
"ArboretumMidiJ0","90762","Leycesteria formosa","Leycesteria formosa Wall.","Leycesteria","Caprifoliaceae"
"ArboretumMidiJ0","90766","Saxifraga x apiculata","Saxifraga apiculata","Saxifraga","Saxifragaceae"
"ArboretumMidiJ0","90767","Thymus x citriodorus var. aurea","Thymus x citriodorusvar. aurea",NA,NA
"ArboretumMidiJ0","783772","Aubrieta gracilis","Aubrietia gracilisssp. scardica","Aubrieta","Brassicaceae"
"ArboretumMidiJ0","90769","Veronica prostrata","Veronica prostrata L.","Veronica","Plantaginaceae"
"ArboretumMidiJ0","90770","Aurinia saxatile ‘Compactum’","Alyssum  saxatilevar. nanus",NA,NA
"ArboretumMidiJ0","90771","Aubrieta sp.","Aubrieta sp.",NA,NA
"ArboretumMidiJ0","90772","Minuartia imbricata","Minuartia imbricata","Minuartia","Caryophyllaceae"
"ArboretumMidiJ0","90773","Hypericum olympicum var. minus","Hypericum olympicum L.""minor""","Hypericum","Hypericaceae"
"ArboretumMidiJ0","90774","Phlox subulata","Phlox subulata L.","Phlox","Polemoniaceae"
"ArboretumMidiJ0","90776","Iberis sempervirens","Iberis sempervirens L.","Iberis","Brassicaceae"
"ArboretumMidiJ0","90777","Aubrieta x cultorum ‘Blue Emperor’","Aubrieta ""Blue Emperor""",NA,NA
"ArboretumMidiJ0","90778","Campanula portenschlagiana","Campanula portenschlagiana Schult.","Campanula","Campanulaceae"
"ArboretumMidiJ0","90779","Dianthus gratianopolitanus ‘Chaperon rouge’","Dianthus gratianopolitanus Vill.""Chaperon rouge""",NA,NA
