"species","genus","family","garden"
"Fuchsia triphylla 'Thalia'","Fuchsia","Onagraceae","lo"
"Soleirolia soleirolii","Soleirolia","Urticaceae","lo"
"Rosa marginata","Rosa","Rosaceae","lo"
"Ficus tikoua","Ficus","Moraceae","lo"
"Syzygium oleosum","Syzygium","Myrtaceae","lo"
"Actinidia callosa","Actinidia","Actinidiaceae","lo"
"Hymenanthera novae-zelandiae","Hymenanthera","Violaceae","lo"
"Rhododendron ciliatum","Rhododendron","Ericaceae","lo"
"Fuchsia 'Firecracker'","Fuchsia","Onagraceae","lo"
"Leucospermum conocarpodendron subsp. viridum","Leucospermum","Proteaceae","lo"
"Holmskioldia sanguinea","Holmskioldia","Lamiaceae","lo"
"Hymenolepis parviflora","Hymenolepis","Asteraceae","lo"
"Dioon mejiae","Dioon","Zamiaceae","lo"
"Plantae","","","lo"
"Acacia melanoxylon","Acacia","Fabaceae","lo"
"Hemiboea henryi","Hemiboea","Gesneriaceae","lo"
"Fuchsia coccinea","Fuchsia","Onagraceae","lo"
"Encephalartos lebomboensis","Encephalartos","Zamiaceae","lo"
"Setaria palmifolia","Setaria","Poaceae","lo"
"Brunfelsia australis","Brunfelsia","Solanaceae","lo"
"Piloselloides cordata","Piloselloides","Asteraceae","lo"
"Tetraclinis articulata","Tetraclinis","Cupressaceae","lo"
"Sophora toromiro � tetraptera","Sophora","Fabaceae","lo"
"Camellia kissii","Camellia","Theaceae","lo"
"Knowltonia vesicatoria","Knowltonia","Ranunculaceae","lo"
"Melaleuca virens","Melaleuca","Myrtaceae","lo"
"Argania spinosa","Argania","Sapotaceae","lo"
"Orphium frutescens","Orphium","Gentianaceae","lo"
"Elingamita johnsonii","Elingamita","Primulaceae","lo"
"Marattia salicina","Marattia","Marattiaceae","lo"
"Erythrina humeana","Erythrina","Fabaceae","lo"
"Kniphofia � praecox","Kniphofia","Asphodelaceae","lo"
"Musella lasiocarpa","Musella","Musaceae","lo"
"Eupatorium riparium","Eupatorium","Asteraceae","lo"
"Cycas media","Cycas","Cycadaceae","lo"
"Chlorophytum viridescens","Chlorophytum","Asparagaceae","lo"
"Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","lo"
"Cassine curtipendula","Cassine","Celastraceae","lo"
"Brugmansia � rubella","Brugmansia","Solanaceae","lo"
"Ophiopogon bodinieri","Ophiopogon","Asparagaceae","lo"
"Photinia nussia","Photinia","Rosaceae","lo"
"Salvia discolor","Salvia","Lamiaceae","lo"
"Ephedra foeminea","Ephedra","Ephedraceae","lo"
"Pilocarpus pennatifolius","Pilocarpus","Rutaceae","lo"
"Freylinia lanceolata","Freylinia","Scrophulariaceae","lo"
"Citrus � aurantiifolia","Citrus","Rutaceae","lo"
"Sabal minor","Sabal","Arecaceae","lo"
"Aristea capitata","Aristea","Iridaceae","lo"
"Clivia miniata","Clivia","Amaryllidaceae","lo"
"Argemone glauca","Argemone","Papaveraceae","lo"
"Lonicera macrantha","Lonicera","Caprifoliaceae","lo"
"Ficus erecta","Ficus","Moraceae","lo"
"Diplazium esculentum","Diplazium","Aspleniaceae","lo"
"Salvia discolor","Salvia","Lamiaceae","lo"
"Melaleuca citrina","Melaleuca","Myrtaceae","lo"
"Sophora fulvida","Sophora","Fabaceae","lo"
"Elaeocarpus sylvestris","Elaeocarpus","Elaeocarpaceae","lo"
"Leptospermum lanigerum","Leptospermum","Myrtaceae","lo"
"Cissus striata","Cissus","Vitaceae","lo"
"Drosera capensis","Drosera","Droseraceae","lo"
"Escallonia alpina","Escallonia","Escalloniaceae","lo"
"Widdringtonia schwarzii","Widdringtonia","Cupressaceae","lo"
"Camellia reticulata","Camellia","Theaceae","lo"
"Brunfelsia australis","Brunfelsia","Solanaceae","lo"
"Serissa japonica","Serissa","Rubiaceae","lo"
"Rhododendron formosum","Rhododendron","Ericaceae","lo"
"Cordyline cannifolia","Cordyline","Asparagaceae","lo"
"Melaleuca pityoides","Melaleuca","Myrtaceae","lo"
"Jasminum multipartitum","Jasminum","Oleaceae","lo"
"Brunfelsia pauciflora 'Eximia'","Brunfelsia","Solanaceae","lo"
"Lysionotus pauciflorus","Lysionotus","Gesneriaceae","lo"
"Drypetes integerrima","Drypetes","Putranjivaceae","lo"
"Banksia integrifolia subsp. integrifolia","Banksia","Proteaceae","lo"
"Echium pininana","Echium","Boraginaceae","lo"
"Babiana fragrans","Babiana","Iridaceae","lo"
"Ficus obliqua","Ficus","Moraceae","lo"
"Simmondsia chinensis","Simmondsia","Simmondsiaceae","lo"
"Encephalartos altensteinii","Encephalartos","Zamiaceae","lo"
"Oxalis succulenta","Oxalis","Oxalidaceae","lo"
"Rhododendron laetum","Rhododendron","Ericaceae","lo"
"Rhododendron veitchianum","Rhododendron","Ericaceae","lo"
"Prostanthera ovalifolia","Prostanthera","Lamiaceae","lo"
"Clivia nobilis","Clivia","Amaryllidaceae","lo"
"Pittosporum fairchildii","Pittosporum","Pittosporaceae","lo"
"Brassaiopsis","Brassaiopsis","Araliaceae","lo"
"Hymenanthera crassifolia","Hymenanthera","Violaceae","lo"
"Saurauia","Saurauia","Actinidiaceae","lo"
"Vitex lucens","Vitex","Lamiaceae","lo"
"Brugmansia 'Salmon Perfektion'","Brugmansia","Solanaceae","lo"
"Cyathea smithii","Cyathea","Cyatheaceae","lo"
"Worsleya procera","Worsleya","Amaryllidaceae","lo"
"Microlepia speluncae","Microlepia","Dennstaedtiaceae","lo"
"Aspidistra elatior 'Variegata'","Aspidistra","Asparagaceae","lo"
"Deppea splendens","Deppea","Rubiaceae","lo"
"Cryptocarya triplinervis","Cryptocarya","Lauraceae","lo"
"Eucomis vandermerwei","Eucomis","Asparagaceae","lo"
"Baloghia inophylla","Baloghia","Euphorbiaceae","lo"
"Encephalartos altensteinii","Encephalartos","Zamiaceae","lo"
"Aglaomorpha meyeniana","Aglaomorpha","Polypodiaceae","lo"
"Stephanotis floribunda","Stephanotis","Apocynaceae","lo"
"Canna indica","Canna","Cannaceae","lo"
"Boehmeria macrophylla","Boehmeria","Urticaceae","lo"
"Jubaea chilensis","Jubaea","Arecaceae","lo"
"Serissa japonica","Serissa","Rubiaceae","lo"
"Trithrinax campestris","Trithrinax","Arecaceae","lo"
"Melaleuca pityoides","Melaleuca","Myrtaceae","lo"
"Rhododendron simsii","Rhododendron","Ericaceae","lo"
"Lantana camara","Lantana","Verbenaceae","lo"
"Astelia menziesiana","Astelia","Asteliaceae","lo"
"Argyrodendron peralatum","Argyrodendron","Malvaceae","lo"
"Begonia gehrtii","Begonia","Begoniaceae","lo"
"Diospyros lycioides subsp. sericea","Diospyros","Ebenaceae","lo"
"Streptosolen jamesonii","Streptosolen","Solanaceae","lo"
"Hardenbergia comptoniana","Hardenbergia","Fabaceae","lo"
"Asparagus ramosissimus","Asparagus","Asparagaceae","lo"
"Jasminum abyssinicum","Jasminum","Oleaceae","lo"
"Hypericum aegypticum subsp. maroccanum","Hypericum","Hypericaceae","lo"
"Persicaria capitata","Persicaria","Polygonaceae","lo"
"Rhapis excelsa 'Daruma'","Rhapis","Arecaceae","lo"
"Goldfussia pentastemonoides","Goldfussia","Acanthaceae","lo"
"Mahonia acanthifolia","Mahonia","Berberidaceae","lo"
"Melaleuca virens","Melaleuca","Myrtaceae","lo"
"Schefflera bodinieri","Schefflera","Araliaceae","lo"
"Acacia decora","Acacia","Fabaceae","lo"
"Agapetes serpens","Agapetes","Ericaceae","lo"
"Erica glandulosa","Erica","Ericaceae","lo"
"Encephalartos altensteinii","Encephalartos","Zamiaceae","lo"
"Melaleuca citrina","Melaleuca","Myrtaceae","lo"
"Clivia miniata","Clivia","Amaryllidaceae","lo"
"Impatiens zombensis","Impatiens","Balsaminaceae","lo"
"Clivia miniata","Clivia","Amaryllidaceae","lo"
"Rhapis excelsa 'Tenzan'","Rhapis","Arecaceae","lo"
"Jacaranda mimosifolia","Jacaranda","Bignoniaceae","lo"
"Glochidion puberum","Glochidion","Phyllanthaceae","lo"
"Rhododendron ciliicalyx","Rhododendron","Ericaceae","lo"
"Plectranthus ambiguus","Plectranthus","Lamiaceae","lo"
"Cuphea hyssopifolia","Cuphea","Lythraceae","lo"
"Microsorum cuspidatum","Microsorum","Polypodiaceae","lo"
"Begonia grandis subsp. sinensis","Begonia","Begoniaceae","lo"
"Sonchus fruticosus","Sonchus","Asteraceae","lo"
"Prostanthera ovalifolia","Prostanthera","Lamiaceae","lo"
"Diplazium nigropaleaceum","Diplazium","Aspleniaceae","lo"
"Cestrum nocturnum","Cestrum","Solanaceae","lo"
"Trevesia palmata","Trevesia","Araliaceae","lo"
"Maurocenia frangula","Maurocenia","Celastraceae","lo"
"Maytenus royleana","Maytenus","Celastraceae","lo"
"Banksia montana","Banksia","Proteaceae","lo"
"Adiantum hispidulum","Adiantum","Pteridaceae","lo"
"Rhododendron manipurense","Rhododendron","Ericaceae","lo"
"Cyrtanthus falcatus","Cyrtanthus","Amaryllidaceae","lo"
"Kniphofia","Kniphofia","Asphodelaceae","lo"
"Rhododendron formosum","Rhododendron","Ericaceae","lo"
"Pseudopanax lessonii","Pseudopanax","Araliaceae","lo"
"Chuniophoenix nana","Chuniophoenix","Arecaceae","lo"
"Rhopalostylis sapida","Rhopalostylis","Arecaceae","lo"
"Dendrocalamus hamiltonii","Dendrocalamus","Poaceae","lo"
"Butia capitata","Butia","Arecaceae","lo"
"Pittosporum multiflorum","Pittosporum","Pittosporaceae","lo"
"Phragmipedium longifolium","Phragmipedium","Orchidaceae","lo"
"Brugmansia aurea","Brugmansia","Solanaceae","lo"
"Strobilanthes glutinosa","Strobilanthes","Acanthaceae","lo"
"Crocosmia masoniorum","Crocosmia","Iridaceae","lo"
"Inga insignis","Inga","Fabaceae","lo"
"Alyxia ruscifolia","Alyxia","Apocynaceae","lo"
"Metrosideros tomentosa","Metrosideros","Myrtaceae","lo"
"Metrosideros nervulosa","Metrosideros","Myrtaceae","lo"
"Chamaedorea elegans","Chamaedorea","Arecaceae","lo"
"Dioon spinulosum","Dioon","Zamiaceae","lo"
"Erica canaliculata","Erica","Ericaceae","lo"
"Viola jalapaensis","Viola","Violaceae","lo"
"Lastreopsis hispida","Lastreopsis","Polypodiaceae","lo"
"Tulbaghia capensis","Tulbaghia","Amaryllidaceae","lo"
"Strelitzia reginae","Strelitzia","Strelitziaceae","lo"
"Banksia integrifolia","Banksia","Proteaceae","lo"
"Astelia banksii","Astelia","Asteliaceae","lo"
"Commidendrum robustum","Commidendrum","Asteraceae","lo"
"Luculia gratissima","Luculia","Rubiaceae","lo"
"Neolitsea sericea","Neolitsea","Lauraceae","lo"
"Psidium cattleyanum","Psidium","Myrtaceae","lo"
"Fuchsia 'Firecracker'","Fuchsia","Onagraceae","lo"
"Trochetiopsis erythroxylon � ebenus","Trochetiopsis","Malvaceae","lo"
"Adiantum hispidulum","Adiantum","Pteridaceae","lo"
"Ficus erecta","Ficus","Moraceae","lo"
"Pelargonium inquinans","Pelargonium","Geraniaceae","lo"
"Phymosia umbellata","Phymosia","Malvaceae","lo"
"Rhapis excelsa 'Kodaruma'","Rhapis","Arecaceae","lo"
"Litsea cubeba","Litsea","Lauraceae","lo"
"Roldana petasitis","Roldana","Asteraceae","lo"
"Iochroma fuchsioides","Iochroma","Solanaceae","lo"
"Clivia gardenii","Clivia","Amaryllidaceae","lo"
"Tecoma stans","Tecoma","Bignoniaceae","lo"
"Phyllanthus purpusii","Phyllanthus","Phyllanthaceae","lo"
"Brunfelsia australis","Brunfelsia","Solanaceae","lo"
"Rhopalostylis sapida","Rhopalostylis","Arecaceae","lo"
"Deppea splendens","Deppea","Rubiaceae","lo"
"Fuchsia coccinea","Fuchsia","Onagraceae","lo"
"Ripogonum album","Ripogonum","Ripogonaceae","lo"
"Scadoxus membranaceus","Scadoxus","Amaryllidaceae","lo"
"Strelitzia nicolai","Strelitzia","Strelitziaceae","lo"
"Correa alba","Correa","Rutaceae","lo"
"Ruizia mauritiana","Ruizia","Malvaceae","lo"
"Saxifraga stolonifera","Saxifraga","Saxifragaceae","lo"
"Wachendorfia thyrsiflora","Wachendorfia","Haemodoraceae","lo"
"Osmanthus americanus var. megacarpus","Osmanthus","Oleaceae","lo"
"Luculia pinceana","Luculia","Rubiaceae","lo"
"Pisonia umbellifera","Pisonia","Nyctaginaceae","lo"
"Fuchsia magellanica � lycioides","Fuchsia","Onagraceae","lo"
"Iochroma calycinum","Iochroma","Solanaceae","lo"
"Salvia madrensis","Salvia","Lamiaceae","lo"
"Schefflera delavayi","Schefflera","Araliaceae","lo"
"Erica mammosa","Erica","Ericaceae","lo"
"Rhaphiolepis indica","Rhaphiolepis","Rosaceae","lo"
"Ficus obliqua","Ficus","Moraceae","lo"
"Jasminum tortuosum","Jasminum","Oleaceae","lo"
"Asplenium bulbiferum","Asplenium","Aspleniaceae","lo"
"Fuchsia boliviana","Fuchsia","Onagraceae","lo"
"Pittosporum michiei","Pittosporum","Pittosporaceae","lo"
"Cinnamomum camphora 'Variegata'","Cinnamomum","Lauraceae","lo"
"Osmanthus fragrans","Osmanthus","Oleaceae","lo"
"Pycreus polystachyos","Pycreus","Cyperaceae","lo"
"Salvia buchananii","Salvia","Lamiaceae","lo"
"Correa 'Dusky Bells'","Correa","Rutaceae","lo"
"Mitraria coccinea","Mitraria","Gesneriaceae","lo"
"Felicia amelloides","Felicia","Asteraceae","lo"
"Selliguea plantaginea","Selliguea","Polypodiaceae","lo"
"Olearia solandri","Olearia","Asteraceae","lo"
"Rhododendron parryae","Rhododendron","Ericaceae","lo"
"Sibthorpia peregrina","Sibthorpia","Plantaginaceae","lo"
"Rhododendron dendricola","Rhododendron","Ericaceae","lo"
"Laurelia sempervirens","Laurelia","Atherospermataceae","lo"
"Syzygium paniculatum","Syzygium","Myrtaceae","lo"
"Citrus � aurantium 'Glen Red'","Citrus","Rutaceae","lo"
"Dietes grandiflora","Dietes","Iridaceae","lo"
"Rhododendron maddenii","Rhododendron","Ericaceae","lo"
"Ruizia mauritiana","Ruizia","Malvaceae","lo"
"Trochetiopsis ebenus","Trochetiopsis","Malvaceae","lo"
"Ilex kingiana","Ilex","Aquifoliaceae","lo"
"Lomandra longifolia","Lomandra","Asparagaceae","lo"
"Selliguea plantaginea","Selliguea","Polypodiaceae","lo"
"Erythrina lysistemon","Erythrina","Fabaceae","lo"
"Hedychium coronarium","Hedychium","Zingiberaceae","lo"
"Crinum album","Crinum","Amaryllidaceae","lo"
"Rhodocoma capensis","Rhodocoma","Restionaceae","lo"
"Rhododendron scopulorum","Rhododendron","Ericaceae","lo"
"Corokia � virgata","Corokia","Argophyllaceae","lo"
"Metrosideros excelsa","Metrosideros","Myrtaceae","lo"
"Banksia montana","Banksia","Proteaceae","lo"
"Lysionotus pauciflorus","Lysionotus","Gesneriaceae","lo"
"Clivia miniata","Clivia","Amaryllidaceae","lo"
"Neomarica gracilis","Neomarica","Iridaceae","lo"
"Restio paniculatus","Restio","Restionaceae","lo"
"Lasiacis ruscifolia var. velutina","Lasiacis","Poaceae","lo"
"Camellia sinensis","Camellia","Theaceae","lo"
"Podocarpus henkelii","Podocarpus","Podocarpaceae","lo"
"Rhododendron parryae","Rhododendron","Ericaceae","lo"
"Brachyglottis repanda","Brachyglottis","Asteraceae","lo"
"Nymania capensis","Nymania","Meliaceae","lo"
"Citrus � limon","Citrus","Rutaceae","lo"
"Asparagus virgatus","Asparagus","Asparagaceae","lo"
"Rhododendron formosum","Rhododendron","Ericaceae","lo"
"Camellia sinensis","Camellia","Theaceae","lo"
"Himalayacalamus falconeri 'Damarapa'","Himalayacalamus","Poaceae","lo"
"Commidendrum robustum","Commidendrum","Asteraceae","lo"
"Salvia microphylla","Salvia","Lamiaceae","lo"
"Barnadesia caryophylla","Barnadesia","Asteraceae","lo"
"Euclea natalensis","Euclea","Ebenaceae","lo"
"Citrus � limon � paradisi","Citrus","Rutaceae","lo"
"Colquhounia coccinea","Colquhounia","Lamiaceae","lo"
"Macadamia integrifolia","Macadamia","Proteaceae","lo"
"Rostrinucula dependens","Rostrinucula","Lamiaceae","lo"
"Callianthe picta","Callianthe","Malvaceae","lo"
"Fuchsia regia var. alpestris","Fuchsia","Onagraceae","lo"
"Rhododendron veitchianum","Rhododendron","Ericaceae","lo"
"Semele androgyna","Semele","Asparagaceae","lo"
"Banksia montana","Banksia","Proteaceae","lo"
"Rhododendron loranthiflorum","Rhododendron","Ericaceae","lo"
"Fuchsia procumbens","Fuchsia","Onagraceae","lo"
"Gloxinia sylvatica 'Glasnevin Jubilee'","Gloxinia","Gesneriaceae","lo"
"Ophiopogon bodinieri","Ophiopogon","Asparagaceae","lo"
"Dombeya burgessiae","Dombeya","Malvaceae","lo"
"Sabal mauritiiformis","Sabal","Arecaceae","lo"
"Fuchsia boliviana","Fuchsia","Onagraceae","lo"
"Laurelia sempervirens","Laurelia","Atherospermataceae","lo"
"Agarista mexicana var. mexicana","Agarista","Ericaceae","lo"
"Aloe marlothii","Aloe","Asphodelaceae","lo"
"Colquhounia coccinea","Colquhounia","Lamiaceae","lo"
"Fuchsia thymifolia subsp. minimiflora","Fuchsia","Onagraceae","lo"
"Araucaria angustifolia","Araucaria","Araucariaceae","lo"
"Rhododendron lyi","Rhododendron","Ericaceae","lo"
"Cinnamomum camphora 'Variegata'","Cinnamomum","Lauraceae","lo"
"Clethra arborea","Clethra","Clethraceae","lo"
"Stenocarpus sinuatus","Stenocarpus","Proteaceae","lo"
"Rhododendron dendricola","Rhododendron","Ericaceae","lo"
"Banksia integrifolia subsp. integrifolia","Banksia","Proteaceae","lo"
"Lantana camara","Lantana","Verbenaceae","lo"
"Rhododendron scopulorum","Rhododendron","Ericaceae","lo"
"Commidendrum rugosum","Commidendrum","Asteraceae","lo"
"Brugmansia 'Angels Sunsilk'","Brugmansia","Solanaceae","lo"
"Trevesia palmata","Trevesia","Araliaceae","lo"
"Rhododendron � fragrantissimum","Rhododendron","Ericaceae","lo"
"Apium graveolens","Apium","Apiaceae","lo"
"Dendrobium kingianum","Dendrobium","Orchidaceae","lo"
"Justicia rizzinii","Justicia","Acanthaceae","lo"
"Pavetta lanceolata","Pavetta","Rubiaceae","lo"
"Polygonatum kingianum","Polygonatum","Asparagaceae","lo"
"Pittosporum undulatum","Pittosporum","Pittosporaceae","lo"
"Schefflera macrophylla","Schefflera","Araliaceae","lo"
"Dracaena draco","Dracaena","Asparagaceae","lo"
"Acacia baileyana","Acacia","Fabaceae","lo"
"Salvia divinorum","Salvia","Lamiaceae","lo"
"Fuchsia magellanica � lycioides","Fuchsia","Onagraceae","lo"
"Iochroma coccineum","Iochroma","Solanaceae","lo"
"Woodwardia unigemmata","Woodwardia","Aspleniaceae","lo"
"Butia capitata","Butia","Arecaceae","lo"
"Rhododendron lindleyi 'Dame Edith Sitwell'","Rhododendron","Ericaceae","lo"
"Dioon edule","Dioon","Zamiaceae","lo"
"Cyathea cooperi","Cyathea","Cyatheaceae","lo"
"Dichroa febrifuga","Dichroa","Hydrangeaceae","lo"
"Vassobia lorentzii","Vassobia","Solanaceae","lo"
"Brugmansia 'Strawberry Cream'","Brugmansia","Solanaceae","lo"
"Hibiscus pedunculatus","Hibiscus","Malvaceae","lo"
"Brugmansia 'Angels Sunsilk'","Brugmansia","Solanaceae","lo"
"Scilla madeirensis","Scilla","Asparagaceae","lo"
"Aristea compressa","Aristea","Iridaceae","lo"
"Brassaiopsis dumicola","Brassaiopsis","Araliaceae","lo"
"Holocalyx balansae","Holocalyx","Fabaceae","lo"
"Tetradenia nervosa","Tetradenia","Lamiaceae","lo"
"Callianthe picta","Callianthe","Malvaceae","lo"
"Rhododendron loranthiflorum","Rhododendron","Ericaceae","lo"
"Hedychium flavescens","Hedychium","Zingiberaceae","lo"
"Rumex frutescens","Rumex","Polygonaceae","lo"
"Arthropodium cirratum","Arthropodium","Asparagaceae","lo"
"Corokia macrocarpa","Corokia","Argophyllaceae","lo"
"Plantae","","","lo"
"Pomaderris rugosa","Pomaderris","Rhamnaceae","lo"
"Rhododendron pachypodum","Rhododendron","Ericaceae","lo"
"Clivia mirabilis","Clivia","Amaryllidaceae","lo"
"Aspidistra","Aspidistra","Asparagaceae","lo"
"Malvaviscus arboreus","Malvaviscus","Malvaceae","lo"
"Fuchsia microphylla","Fuchsia","Onagraceae","lo"
"Citrus � aurantium 'Lue Gim Gong'","Citrus","Rutaceae","lo"
"Brugmansia 'Angels Proud'","Brugmansia","Solanaceae","lo"
"Senna septemtrionalis","Senna","Fabaceae","lo"
"Diospyros natalensis subsp. nummularia","Diospyros","Ebenaceae","lo"
"Rhapis humilis","Rhapis","Arecaceae","lo"
"Hedyscepe canterburyana","Hedyscepe","Arecaceae","lo"
"Brugmansia � candida 'Grand Marnier'","Brugmansia","Solanaceae","lo"
"Citrus medica","Citrus","Rutaceae","lo"
"Rubus moluccanus","Rubus","Rosaceae","lo"
"Rhododendron burmanicum","Rhododendron","Ericaceae","lo"
"Tibouchina urvilleana","Tibouchina","Melastomataceae","lo"
"Tradescantia pallida","Tradescantia","Commelinaceae","lo"
"Rhododendron macgregoriae","Rhododendron","Ericaceae","lo"
"Salvia buchananii","Salvia","Lamiaceae","lo"
"Rhododendron taronense","Rhododendron","Ericaceae","lo"
"Houttuynia cordata","Houttuynia","Saururaceae","lo"
"Jubaea chilensis","Jubaea","Arecaceae","lo"
"Melaleuca pallida","Melaleuca","Myrtaceae","lo"
"Rhododendron dendricola","Rhododendron","Ericaceae","lo"
"Aloe vera","Aloe","Asphodelaceae","lo"
"Aloysia lycioides","Aloysia","Verbenaceae","lo"
"Dichroa � versicolor","Dichroa","Hydrangeaceae","lo"
"Fuchsia boliviana","Fuchsia","Onagraceae","lo"
"Barnadesia caryophylla","Barnadesia","Asteraceae","lo"
"Cibotium barometz","Cibotium","Cyatheaceae","lo"
"Peddiea africana","Peddiea","Thymelaeaceae","lo"
"Dendrobium kingianum","Dendrobium","Orchidaceae","lo"
"Himalayacalamus porcatus","Himalayacalamus","Poaceae","lo"
"Barleria obtusa","Barleria","Acanthaceae","lo"
"Dichroa � versicolor","Dichroa","Hydrangeaceae","lo"
"Porlieria chilensis","Porlieria","Zygophyllaceae","lo"
"Cestrum elegans","Cestrum","Solanaceae","lo"
"Erica viridescens","Erica","Ericaceae","lo"
"Fuchsia triphylla 'Thalia'","Fuchsia","Onagraceae","lo"
"Chasmanthe aethiopica","Chasmanthe","Iridaceae","lo"
"Felicia aethiopica","Felicia","Asteraceae","lo"
"Ilex tolucana","Ilex","Aquifoliaceae","lo"
"Fuchsia thymifolia subsp. minimiflora","Fuchsia","Onagraceae","lo"
"Fuchsia coccinea","Fuchsia","Onagraceae","lo"
"Citrus � limon","Citrus","Rutaceae","lo"
"Phymosia umbellata","Phymosia","Malvaceae","lo"
"Eustrephus latifolius","Eustrephus","Asparagaceae","lo"
"Furcraea foetida","Furcraea","Asparagaceae","lo"
"Fuchsia boliviana","Fuchsia","Onagraceae","lo"
"Malvaviscus penduliflorus","Malvaviscus","Malvaceae","lo"
"Soleirolia soleirolii","Soleirolia","Urticaceae","lo"
"Iris japonica","Iris","Iridaceae","lo"
"Brugmansia vulcanicola","Brugmansia","Solanaceae","lo"
"Rhododendron taronense","Rhododendron","Ericaceae","lo"
"Butia yatay","Butia","Arecaceae","lo"
"Diploglottis diphyllostegia","Diploglottis","Sapindaceae","lo"
"Lachenalia bowkeri","Lachenalia","Asparagaceae","lo"
"Schefflera setulosa","Schefflera","Araliaceae","lo"
"Sarracenia leucophylla","Sarracenia","Sarraceniaceae","lo"
"Ilex paraguariensis","Ilex","Aquifoliaceae","lo"
"Cassine aethiopica","Cassine","Celastraceae","lo"
"Encephalartos","Encephalartos","Zamiaceae","lo"
"Smilax aspera subsp. mauritanica","Smilax","Smilacaceae","lo"
"Crinum campanulatum","Crinum","Amaryllidaceae","lo"
"Salix chilensis","Salix","Salicaceae","lo"
"Chlorophytum comosum","Chlorophytum","Asparagaceae","lo"
"Encephalartos bubalinus","Encephalartos","Zamiaceae","lo"
"Justicia rizzinii","Justicia","Acanthaceae","lo"
"Pseudopanax lessonii","Pseudopanax","Araliaceae","lo"
"Cymbidium lowianum","Cymbidium","Orchidaceae","lo"
"Forestiera segregata","Forestiera","Oleaceae","lo"
"Cardiospermum grandiflorum","Cardiospermum","Sapindaceae","lo"
"Tetrastigma obtectum","Tetrastigma","Vitaceae","lo"
"Watsonia meriana","Watsonia","Iridaceae","lo"
"Cordyline obtecta","Cordyline","Asparagaceae","lo"
"Leptospermum polygalifolium subsp. polygalifolium","Leptospermum","Myrtaceae","lo"
"Ceratozamia mexicana","Ceratozamia","Zamiaceae","lo"
"Pelargonium odoratissimum","Pelargonium","Geraniaceae","lo"
"Encephalartos altensteinii","Encephalartos","Zamiaceae","lo"
"Carica � pentagona","Carica","Caricaceae","lo"
"Mallotus japonicus","Mallotus","Euphorbiaceae","lo"
"Pavonia praemorsa","Pavonia","Malvaceae","lo"
"Carmichaelia williamsii","Carmichaelia","Fabaceae","lo"
"Tibouchina urvilleana","Tibouchina","Melastomataceae","lo"
"Salvia purpurea","Salvia","Lamiaceae","lo"
"Malvaviscus arboreus","Malvaviscus","Malvaceae","lo"
"Melicytus latifolius","Melicytus","Violaceae","lo"
"Brugmansia 'Pink Dragon'","Brugmansia","Solanaceae","lo"
"Gorgonidium intermedium","Gorgonidium","Araceae","lo"
"Cuphea ignea","Cuphea","Lythraceae","lo"
"Sabal bermudana","Sabal","Arecaceae","lo"
"Brunfelsia jamaicensis","Brunfelsia","Solanaceae","lo"
"Gonioma kamassi","Gonioma","Apocynaceae","lo"
"Clematis longicauda","Clematis","Ranunculaceae","lo"
"Argania spinosa","Argania","Sapotaceae","lo"
"Leptospermum rupestre","Leptospermum","Myrtaceae","lo"
"Ficus socotrana","Ficus","Moraceae","lo"
"Correa 'Dusky Bells'","Correa","Rutaceae","lo"
"Rehmannia angulata","Rehmannia","Orobanchaceae","lo"
"Rhapis excelsa 'Tenzan'","Rhapis","Arecaceae","lo"
"Rhopalostylis sapida","Rhopalostylis","Arecaceae","lo"
"Erythrostemon mexicanus","Erythrostemon","Fabaceae","lo"
"Sophora howinsula","Sophora","Fabaceae","lo"
"Fuchsia thymifolia subsp. minimiflora","Fuchsia","Onagraceae","lo"
"Strelitzia reginae","Strelitzia","Strelitziaceae","lo"
"Agapanthus inapertus subsp. intermedius","Agapanthus","Amaryllidaceae","lo"
"Sparrmannia ricinocarpa","Sparrmannia","Malvaceae","lo"
"Photinia serratifolia","Photinia","Rosaceae","lo"
"Ziziphus","Ziziphus","Rhamnaceae","lo"
"Rhododendron pachypodum","Rhododendron","Ericaceae","lo"
"Pteris","Pteris","Pteridaceae","lo"
"Dombeya acutangula","Dombeya","Malvaceae","lo"
"Hypericum roeperianum","Hypericum","Hypericaceae","lo"
"Cleyera japonica","Cleyera","Pentaphylacaceae","lo"
"Eupatorium riparium","Eupatorium","Asteraceae","lo"
"Aphanopetalum resinosum","Aphanopetalum","Aphanopetalaceae","lo"
"Erica discolor","Erica","Ericaceae","lo"
"Schefflera macrophylla","Schefflera","Araliaceae","lo"
"Fuchsia triphylla 'Thalia'","Fuchsia","Onagraceae","lo"
"Lachenalia contaminata","Lachenalia","Asparagaceae","lo"
"Barnadesia caryophylla","Barnadesia","Asteraceae","lo"
"Peddiea africana","Peddiea","Thymelaeaceae","lo"
"Camellia saluenensis","Camellia","Theaceae","lo"
"Hedychium gardnerianum","Hedychium","Zingiberaceae","lo"
"Fuchsia fulgens","Fuchsia","Onagraceae","lo"
"Maesa warburgii","Maesa","Primulaceae","lo"
"Scabiosa africana","Scabiosa","Caprifoliaceae","lo"
"Melianthus comosus","Melianthus","Francoaceae","lo"
"Encephalartos lehmannii","Encephalartos","Zamiaceae","lo"
